,FECHA_INSTALACION
1900.0,0.00022276676319893073
1915.0,0.00022276676319893073
1922.0,0.0006683002895967921
1924.0,0.00022276676319893073
1928.0,0.00022276676319893073
1929.0,0.00022276676319893073
1930.0,0.00044553352639786146
1931.0,0.0022276676319893073
1932.0,0.0013366005791935842
1933.0,0.00022276676319893073
1934.0,0.001559367342392515
1936.0,0.0006683002895967921
1937.0,0.0008910670527957229
1939.0,0.00022276676319893073
1940.0,0.001559367342392515
1941.0,0.0008910670527957229
1942.0,0.00044553352639786146
1943.0,0.00022276676319893073
1944.0,0.0006683002895967921
1945.0,0.0011138338159946536
1946.0,0.00311873468478503
1947.0,0.0006683002895967921
1948.0,0.0011138338159946536
1949.0,0.00022276676319893073
1950.0,0.00044553352639786146
1951.0,0.0011138338159946536
1952.0,0.0017821341055914458
1953.0,0.002450434395188238
1954.0,0.0020049008687903764
1955.0,0.0028959679215860993
1956.0,0.0026732011583871684
1957.0,0.004900868790376476
1958.0,0.026063711294274892
1959.0,0.014257072844731567
1960.0,0.008687903764758299
1961.0,0.0057919358431721985
1962.0,0.00957897081755402
1963.0,0.023613276899086655
1964.0,0.01603920695032301
1965.0,0.01804410781911339
1966.0,0.017153040766317667
1967.0,0.020940075740699487
1968.0,0.02383604366228559
1969.0,0.01603920695032301
1970.0,0.035197148585431055
1971.0,0.05569169079973268
1972.0,0.038538650033415014
1973.0,0.047449320561372244
1974.0,0.053909556694141235
1975.0,0.02450434395188238
1976.0,0.020494542214301626
1977.0,0.01915794163510804
1978.0,0.02762307863666741
1979.0,0.03653374916462464
1980.0,0.03497438182223212
1981.0,0.016707507239919803
1982.0,0.008910670527957229
1983.0,0.038984183559812875
1984.0,0.033860548006237466
1985.0,0.01581644018712408
1986.0,0.02494987747828024
1987.0,0.013366005791935844
1988.0,0.00623746936957006
1989.0,0.008910670527957229
1990.0,0.014479839607930497
1991.0,0.0057919358431721985
1992.0,0.00935620405435509
1993.0,0.006683002895967922
1994.0,0.007351303185564714
1995.0,0.0051236355535754065
1996.0,0.0028959679215860993
1997.0,0.006905769659166852
1998.0,0.0008910670527957229
1999.0,0.003787034974381822
2000.0,0.0013366005791935842
2001.0,0.00311873468478503
2002.0,0.001559367342392515
2003.0,0.001559367342392515
2004.0,0.013143239028736913
2005.0,0.022053909556694142
2006.0,0.004678102027177545
2007.0,0.0064602361327689905
2008.0,0.004232568500779683
2009.0,0.0026732011583871684
2010.0,0.00311873468478503
2011.0,0.0020049008687903764
2012.0,0.0013366005791935842
2013.0,0.0026732011583871684
2014.0,0.010024504343951883
2015.0,0.004232568500779683
2016.0,0.00957897081755402
2017.0,0.022276676319893073
2018.0,0.014257072844731567
2019.0,0.005346402316774337
2020.0,0.0008910670527957229
2021.0,0.0006683002895967921
